V,A
-1.513519406758448,-5.2355252986131626e-05
-1.5103216921151439,-5.245408819436906e-05
-1.5071239774718397,-5.255744451395154e-05
-1.5039262628285357,-5.2667169597953597e-05
-1.5007285481852315,-5.277883626462028e-05
-1.4975308335419273,-5.289050293128693e-05
-1.4943331188986233,-5.30021695979536e-05
-1.491135404255319,-5.310793904914141e-05
-1.4879376896120151,-5.3203490696140464e-05
-1.484739974968711,-5.328947106267169e-05
-1.4815422603254067,-5.336588014873512e-05
-1.4783445456821025,-5.343676425856198e-05
-1.4751468310387985,-5.3510499948256135e-05
-1.4719491163954943,-5.358717777287913e-05
-1.4687514017521903,-5.366679773243094e-05
-1.4655536871088861,-5.374952793220331e-05
-1.462355972465582,-5.3839812830840095e-05
-1.4591582578222777,-5.39376524283413e-05
-1.4559605431789737,-5.404304672470694e-05
-1.4527628285356695,-5.415471339137361e-05
-1.4495651138923655,-5.4266380058040274e-05
-1.4463673992490613,-5.4378046724706935e-05
-1.4431696846057571,-5.4489713391373616e-05
-1.439971969962453,-5.4597234300878706e-05
-1.436774255319149,-5.469996292950131e-05
-1.4335765406758447,-5.479789927724141e-05
-1.4303788260325407,-5.4891043344099e-05
-1.4271811113892365,-5.497470283013528e-05
-1.4239833967459323,-5.504878718028872e-05
-1.4207856821026281,-5.5113296394559306e-05
-1.4175879674593241,-5.516768424431403e-05
-1.41439025281602,-5.521512197538591e-05
-1.411192538172716,-5.52625597064578e-05
-1.4079948235294117,-5.530999743752968e-05
-1.4047971088861075,-5.536461251456564e-05
-1.4015993942428033,-5.542044584789897e-05
-1.3984016795994993,-5.5476279181232306e-05
-1.3952039649561951,-5.553211251456564e-05
-1.3920062503128912,-5.558794584789897e-05
-1.388808535669587,-5.564893477068197e-05
-1.3856108210262827,-5.5716556694418977e-05
-1.3824131063829788,-5.579081161911001e-05
-1.3792153917396746,-5.587169954475506e-05
-1.3760176770963704,-5.5960249443511344e-05
-1.3728199624530664,-5.605724389049313e-05
-1.3696222478097622,-5.6162682885700395e-05
-1.366424533166458,-5.626649800693478e-05
-1.363226818523154,-5.635716787182667e-05
-1.3600291038798498,-5.6434692480376076e-05
-1.3568313892365458,-5.649907183258297e-05
-1.3536336745932416,-5.6565066116995205e-05
-1.3504359599499374,-5.6638243039608636e-05
-1.3472382453066332,-5.6718602600423304e-05
-1.3440405306633292,-5.680614479943917e-05
-1.340842816020025,-5.6897589004755594e-05
-1.337645101376721,-5.699767201158053e-05
-1.3344473867334168,-5.7106393819913954e-05
-1.3312496720901126,-5.722375442975588e-05
-1.3280519574468084,-5.734767583057028e-05
-1.3248542428035044,-5.746653090581926e-05
-1.3216565281602002,-5.758031965550282e-05
-1.3184588135168962,-5.769066932157246e-05
-1.315261098873592,-5.779950697750401e-05
-1.3120633842302878,-5.790609859084836e-05
-1.3088656695869836,-5.801044416160552e-05
-1.3056679549436796,-5.811195654385995e-05
-1.3024702403003754,-5.820628628791317e-05
-1.2992725256570714,-5.8293433393765184e-05
-1.2960748110137672,-5.837339786141598e-05
-1.292877096370463,-5.8444304733316555e-05
-1.2896793817271588,-5.8507338021219516e-05
-1.2864816670838548,-5.856587922394808e-05
-1.2832839524405506,-5.861992834150226e-05
-1.2800862377972466,-5.867053441226082e-05
-1.2768885231539424,-5.8730487019045584e-05
-1.2736908085106382,-5.8801424964520606e-05
-1.270493093867334,-5.888334824868586e-05
-1.26729537922403,-5.8978901061752356e-05
-1.2640976645807258,-5.90713289559592e-05
-1.2608999499374218,-5.915144381102228e-05
-1.2577022352941176,-5.92192456269416e-05
-1.2545045206508134,-5.927538060978965e-05
-1.2513068060075092,-5.934229530992583e-05
-1.2481090913642052,-5.941998972735012e-05
-1.244911376720901,-5.950846386206254e-05
-1.241713662077597,-5.9600319495598176e-05
-1.2385159474342928,-5.9685363969178644e-05
-1.2353182327909886,-5.976270698525695e-05
-1.2321205181476846,-5.9832348543833077e-05
-1.2289228035043804,-5.9895241760279895e-05
-1.2257250888610762,-5.99581349767267e-05
-1.2225273742177722,-6.002102819317351e-05
-1.219329659574468,-6.008392140962032e-05
-1.2161319449311638,-6.0161444865118195e-05
-1.2129342302878598,-6.025791277690272e-05
-1.2097365156445556,-6.0373325144973926e-05
-1.2065388010012517,-6.050703576325927e-05
-1.2033410863579475,-6.063689051565847e-05
-1.2001433717146432,-6.076442011448555e-05
-1.196945657071339,-6.0889624559740506e-05
-1.1937479424280348,-6.101250385142337e-05
-1.1905502277847309,-6.113797432044112e-05
-1.1873525131414269,-6.126661277703077e-05
-1.1841547984981227,-6.139841922119232e-05
-1.1809570838548185,-6.153049549615476e-05
-1.1777593692115143,-6.165537751870199e-05
-1.1745616545682103,-6.177451375913068e-05
-1.171363939924906,-6.18879042174408e-05
-1.168166225281602,-6.199923164009307e-05
-1.1649685106382979,-6.211806375546661e-05
-1.1617707959949937,-6.224440056356141e-05
-1.1585730813516895,-6.237824206437749e-05
-1.1553753667083855,-6.251934124942912e-05
-1.1521776520650813,-6.266634943211506e-05
-1.1489799374217773,-6.281926661243534e-05
-1.145782222778473,-6.29780927903899e-05
-1.1425845081351689,-6.31444417749505e-05
-1.1393867934918647,-6.331800899688813e-05
-1.1361890788485607,-6.349879445620282e-05
-1.1329913642052565,-6.368679815289453e-05
-1.1297936495619525,-6.388141879723744e-05
-1.1265959349186483,-6.408282624108757e-05
-1.123398220275344,-6.429102048444487e-05
-1.1202005056320399,-6.45051770220076e-05
-1.117002790988736,-6.472017206691848e-05
-1.1138050763454317,-6.493564140029454e-05
-1.1106073617021277,-6.515158502213577e-05
-1.1074096470588235,-6.536795750666883e-05
-1.1042119324155193,-6.559431988190159e-05
-1.101014217772215,-6.583446278525548e-05
-1.097816503128911,-6.608838621673051e-05
-1.094618788485607,-6.634469847993577e-05
-1.091421073842303,-6.65943027037263e-05
-1.0882233591989987,-6.683719888810208e-05
-1.0850256445556945,-6.70855808162647e-05
-1.0818279299123903,-6.737768042556506e-05
-1.0786302152690863,-6.769601221178535e-05
-1.0754325006257823,-6.800324625115114e-05
-1.0722347859824781,-6.829938254366241e-05
-1.069037071339174,-6.858914155380124e-05
-1.0658393566958697,-6.8941991951218e-05
-1.0626416420525655,-6.934523152210118e-05
-1.0594439274092615,-6.978280349377893e-05
-1.0562462127659575,-7.024496481253056e-05
-1.0530484981226533,-7.070814932357206e-05
-1.0498507834793491,-7.115859432388107e-05
-1.046653068836045,-7.160797252992491e-05
-1.0434553541927407,-7.206599886938756e-05
-1.0402576395494367,-7.26649489296402e-05
-1.0370599249061327,-7.32527784872258e-05
-1.0338622102628285,-7.3790933832942e-05
-1.0306644956195243,-7.431659515784141e-05
-1.0274667809762201,-7.489904436637637e-05
-1.024269066332916,-7.551523011520956e-05
-1.021071351689612,-7.613359595470273e-05
-1.017873637046308,-7.668503743408852e-05
-1.0146759224030037,-7.719489010389428e-05
-1.0114782077596995,-7.772403572637888e-05
-1.0082804931163953,-7.825739380489389e-05
-1.0050827784730914,-7.877530072292505e-05
-1.0018850638297871,-7.929151918349476e-05
-0.998687349186483,-7.980604918660297e-05
-0.995489634543179,-8.043594527644005e-05
-0.9922919198998748,-8.091337333419269e-05
-0.9890942052565707,-8.137818380011631e-05
-0.9858964906132666,-8.183037667421093e-05
-0.9826987759699624,-8.239416735257177e-05
-0.9795010613266583,-8.289925810613285e-05
-0.9763033466833542,-8.336870027823146e-05
-0.97310563204005,-8.382975981555043e-05
-0.9699079173967459,-8.440676954919336e-05
-0.9667102027534418,-8.495644962882697e-05
-0.9635124881101376,-8.543397506486429e-05
-0.9603147734668335,-8.587909824197274e-05
-0.9571170588235294,-8.637156068618142e-05
-0.9539193441802252,-8.688556968201272e-05
-0.9507216295369211,-8.738782200246332e-05
-0.947523914893617,-8.776126310334292e-05
-0.9443262002503128,-8.81414515160936e-05
-0.9411284856070087,-8.867254016036775e-05
-0.9379307709637046,-8.92155993273108e-05
-0.9347330563204004,-8.962510061184006e-05
-0.9315353416770963,-9.003938976234368e-05
-0.9283376270337922,-9.059805514038674e-05
-0.9251399123904881,-9.116151009987029e-05
-0.9219421977471839,-9.160542180969069e-05
-0.9187444831038798,-9.220526829076631e-05
-0.9155467684605757,-9.286780581162269e-05
-0.9123490538172715,-9.356836248424083e-05
-0.9091513391739674,-9.42666359164684e-05
-0.9059536245306633,-9.481800934014877e-05
-0.9027559098873591,-9.556568409604867e-05
-0.899558195244055,-9.639376904465972e-05
-0.8963604806007509,-9.72238059532234e-05
-0.8931627659574467,-9.79116419020873e-05
-0.8899650513141426,-9.87659562632116e-05
-0.8867673366708385,-9.968204859629504e-05
-0.8835696220275343,-0.00010063131471314888
-0.8803719073842302,-0.00010143380981174303
-0.8771741927409261,-0.0001023120183270793
-0.8739764780976219,-0.0001034592356835556
-0.8707787634543178,-0.00010448621282503337
-0.8675810488110137,-0.00010545441781852393
-0.8643833341677095,-0.00010658206647579399
-0.8611856195244054,-0.00010782892737040022
-0.8579879048811013,-0.000109365409985977
-0.8547901902377971,-0.00011059701980562101
-0.851592475594493,-0.00011184683474550259
-0.8483947609511889,-0.00011319331303838039
-0.8451970463078848,-0.00011468617884015406
-0.8419993316645806,-0.00011624906831464642
-0.8388016170212765,-0.0001179943956467648
-0.8356039023779724,-0.00011944633836663
-0.8324061877346682,-0.00012105878767222698
-0.8292084730913641,-0.0001228199821265703
-0.82601075844806,-0.00012475630914534123
-0.8228130438047558,-0.00012755369367103498
-0.8196153291614517,-0.00013043010750358197
-0.8164176145181476,-0.00013316733483121555
-0.8132198998748434,-0.00013562670553865337
-0.8100221852315393,-0.00013807511150067676
-0.8068244705882353,-0.00014078803742970659
-0.803626755944931,-0.0001434952043179742
-0.800429041301627,-0.00014615292113579826
-0.7972313266583229,-0.0001486689642637744
-0.7940336120150187,-0.00015094994787497417
-0.7908358973717146,-0.00015298969704338294
-0.7876381827284105,-0.00015529683399062133
-0.7844404680851063,-0.00015745782395916935
-0.7812427534418022,-0.0001594015305971096
-0.7780450387984981,-0.00016090277924280178
-0.7748473241551939,-0.00016151119471710803
-0.7716496095118898,-0.00016204058088456103
-0.7684518948685857,-0.00016249093774516076
-0.7652541802252816,-0.00016304116684063292
-0.7620564655819774,-0.00016342437629619607
-0.7588587509386733,-0.00016364967780256918
-0.7556610362953692,-0.000163780163590859
-0.752463321652065,-0.00016385929601457687
-0.7492656070087609,-0.00016392136719635116
-0.7460678923654568,-0.00016396637713618186
-0.7428701777221526,-0.00016399278701547748
-0.7396724630788485,-0.00016399770509024035
-0.7364747484355444,-0.00016398162886814265
-0.7332770337922402,-0.00016394455834918426
-0.7300793191489361,-0.0001638919853549264
-0.726881604505632,-0.00016383003533855208
-0.7236838898623278,-0.00016375611136857661
-0.7204861752190237,-0.00016367021344499994
-0.7172884605757196,-0.0001635723415678221
-0.7140907459324154,-0.000163463248595418
-0.7108930312891113,-0.00016334338162872231
-0.7076953166458071,-0.00016321274066773516
-0.7044976020025031,-0.00016307155438862638
-0.7012998873591989,-0.00016293735465263383
-0.6981021727158947,-0.00016281339210065624
-0.6949044580725907,-0.00016269019923272486
-0.6917067434292865,-0.0001625130704250614
-0.6885090287859823,-0.000162302919892155
-0.6853113141426783,-0.00016207425906066738
-0.6821135994993741,-0.00016182708793059845
-0.6789158848560699,-0.0001615641488342454
-0.6757181702127659,-0.00016129849224966024
-0.6725204555694617,-0.00016103045174484031
-0.6693227409261575,-0.00016073829255997256
-0.6661250262828535,-0.00016038552221622353
-0.6629273116395493,-0.00016003085584958586
-0.6597295969962451,-0.00015968696347723972
-0.6565318823529411,-0.0001593114395268404
-0.6533341677096369,-0.00015885116634544211
-0.6501364530663327,-0.0001583702148064778
-0.6469387384230287,-0.000157882547890342
-0.6437410237797245,-0.00015738826944896288
-0.6405433091364205,-0.00015668407493893402
-0.6373455944931163,-0.0001559682506885363
-0.6341478798498121,-0.00015501179637483368
-0.6309501652065082,-0.0001538147119978262
-0.627752450563204,-0.00015251130132663325
-0.6245547359198997,-0.0001512803331773499
-0.6213570212765958,-0.0001500261992684463
-0.6181593066332915,-0.00014878463922038114
-0.6149615919899873,-0.00014752321330650087
-0.6117638773466834,-0.00014625219793694289
-0.6085661627033792,-0.00014501399868405184
-0.605368448060075,-0.0001438524086804122
-0.602170733416771,-0.00014270343207673753
-0.5989730187734668,-0.00014156435000915927
-0.5957753041301626,-0.00014048846042997271
-0.5925775894868586,-0.00013965765616042288
-0.5893798748435544,-0.00013885712853226642
-0.5861821602002502,-0.0001383139197569101
-0.5829844455569462,-0.00013802802983435393
-0.579786730913642,-0.0001378546241426265
-0.5765890162703378,-0.00013761429744977758
-0.5733913016270338,-0.00013742439279714993
-0.5701935869837296,-0.0001372849101847436
-0.5669958723404254,-0.00013716912710228456
-0.5637981576971214,-0.00013705097999940568
-0.5606004430538172,-0.00013693044839860335
-0.557402728410513,-0.00013680753229987756
-0.554205013767209,-0.00013667967700613102
-0.5510072991239048,-0.00013655152273595134
-0.5478095844806006,-0.0001364230694893386
-0.5446118698372966,-0.00013629431726629268
-0.5414141551939924,-0.00013616330675864712
-0.5382164405506882,-0.00013601800536899682
-0.5350187259073842,-0.0001358584130973418
-0.53182101126408,-0.0001356846072499668
-0.5286232966207758,-0.0001354982555440872
-0.5254255819774718,-0.0001353020693583633
-0.5222278673341676,-0.00013509604869279507
-0.5190301526908634,-0.00013483219397412923
-0.5158324380475594,-0.00013443434907559886
-0.5126347234042552,-0.00013376600656522816
-0.509437008760951,-0.0001326992079406781
-0.506239294117647,-0.00013151763566520528
-0.5030415794743428,-0.00012990016623206927
-0.4998438648310386,-0.0001282755029562768
-0.4966461501877346,-0.00012664364583782776
-0.4934484355444304,-0.00012492593636873042
-0.4902507209011262,-0.0001231634246960986
-0.4870530062578222,-0.00012139724911525451
-0.483855291614518,-0.00011962740962619818
-0.4806575769712138,-0.00011785254135957213
-0.4774598623279098,-0.00011607518757705609
-0.4742621476846056,-0.00011429674522499764
-0.47106443304130163,-0.00011256521387665006
-0.4678667183979974,-0.00011095986831473106
-0.4646690037546932,-0.0001096172443190987
-0.46147128911138924,-0.0001086653003920919
-0.45827357446808503,-0.00010781958310250605
-0.4550758598247808,-0.00010739489512231866
-0.45187814518147684,-0.00010696780933492397
-0.44868043053817264,-0.00010653832574032202
-0.44548271589486843,-0.00010618907306797223
-0.44228500125156445,-0.00010589299187969487
-0.43908728660826024,-0.00010560979421686874
-0.43588957196495604,-0.00010533968256247228
-0.43269185732165205,-0.00010508265691650548
-0.42949414267834785,-0.00010483062372725006
-0.42629642803504364,-0.00010457345852685435
-0.42309871339173966,-0.00010431116131531833
-0.41990099874843545,-0.00010404373055974092
-0.41670328410513124,-0.00010377132245316728
-0.41350556946182726,-0.00010349422963941661
-0.41030785481852305,-0.00010321245211848893
-0.40711014017521885,-0.00010290395736543545
-0.40391242553191486,-0.00010243249514277187
-0.40071471088861066,-0.00010190428949112488
-0.39751699624530645,-0.0001013193404104945
-0.39431928160200247,-0.00010067227999933684
-0.39112156695869826,-9.995901196324289e-05
-0.38792385231539406,-9.918121064076202e-05
-0.3847261376720901,-9.839518174802483e-05
-0.38152842302878587,-9.760376419640958e-05
-0.37833070838548166,-9.677039491252827e-05
-0.3751329937421777,-9.587823489159086e-05
-0.3719352790988735,-9.494199899592923e-05
-0.36873756445556927,-9.396152316211957e-05
-0.3655398498122653,-9.288591116707906e-05
-0.3623421351689611,-9.170589161835775e-05
-0.35914442052565687,-9.057224330053517e-05
-0.3559467058823529,-8.961594025269472e-05
-0.3527489912390487,-8.864739931972631e-05
-0.3495512765957445,-8.76198869439059e-05
-0.3463535619524405,-8.648910718714094e-05
-0.3431558473091363,-8.529319723278892e-05
-0.3399581326658321,-8.405840088988398e-05
-0.3367604180225281,-8.273620492142778e-05
-0.3335627033792239,-8.150224641250427e-05
-0.3303649887359197,-8.026379216985867e-05
-0.3271672740926157,-7.895182559657152e-05
-0.3239695594493115,-7.764186500101939e-05
-0.3207718448060073,-7.639368941624142e-05
-0.3175741301627033,-7.523561086297603e-05
-0.3143764155193991,-7.411658210784249e-05
-0.3111787008760951,-7.297198877450915e-05
-0.3079809862327909,-7.182739544117582e-05
-0.3047832715894867,-7.072207031038911e-05
-0.3015855569461827,-6.963190624523758e-05
-0.2983878423028785,-6.866824605549462e-05
-0.2951901276595743,-6.780891404856989e-05
-0.2919924130162703,-6.702578959390143e-05
-0.2887946983729661,-6.631636933100998e-05
-0.2855969837296619,-6.552589599331612e-05
-0.28239926908635793,-6.479239336896667e-05
-0.2792015544430537,-6.415781412501411e-05
-0.2760038397997495,-6.350719482633711e-05
-0.27280612515644553,-6.283399554990873e-05
-0.26960841051314133,-6.216050785425416e-05
-0.2664106958698371,-6.154705036520409e-05
-0.26321298122653314,-6.092983700376903e-05
-0.26001526658322893,-6.028388958462346e-05
-0.2568175519399247,-5.965329901970403e-05
-0.25361983729662074,-5.9108906003646256e-05
-0.25042212265331654,-5.8596840476070576e-05
-0.24722440801001233,-5.8110946458748056e-05
-0.24402669336670835,-5.765122395167869e-05
-0.24082897872340414,-5.715421995800859e-05
-0.23763126408009994,-5.65624531120794e-05
-0.23443354943679595,-5.583866578618007e-05
-0.23123583479349175,-5.535092047083352e-05
-0.22803812015018754,-5.4795308004214825e-05
-0.22484040550688356,-5.414906938618396e-05
-0.22164269086357935,-5.3443286325741664e-05
-0.21844497622027514,-5.275768724441782e-05
-0.21524726157697116,-5.209183033752074e-05
-0.21204954693366695,-5.122277149194053e-05
-0.20885183229036275,-5.0370475288466855e-05
-0.20565411764705877,-4.950834887650189e-05
-0.20245640300375456,-4.856479707428109e-05
-0.19925868836045035,-4.75723723063643e-05
-0.19606097371714637,-4.65311284704522e-05
-0.19286325907384216,-4.550720479222266e-05
-0.18966554443053796,-4.458283385631289e-05
-0.18646782978723397,-4.3795273290433927e-05
-0.18327011514392977,-4.27489536692034e-05
-0.18007240050062556,-4.178010572877564e-05
-0.17687468585732158,-4.092446105832454e-05
-0.17367697121401737,-4.015093794884936e-05
-0.17047925657071317,-3.930959584071354e-05
-0.16728154192740918,-3.842901690341867e-05
-0.16408382728410498,-3.778755909922942e-05
-0.16088611264080077,-3.7160603421473226e-05
-0.1576883979974968,-3.64752363226272e-05
-0.15449068335419258,-3.583338613363939e-05
-0.1512929687108886,-3.523561795115459e-05
-0.1480952540675844,-3.466612897336178e-05
-0.1448975394242802,-3.403331306914918e-05
-0.1416998247809762,-3.3325641960174774e-05
-0.138502110137672,-3.254852153610925e-05
-0.1353043954943678,-3.165019264740176e-05
-0.1321066808510638,-3.078934062926638e-05
-0.1289089662077596,-2.9899753782657098e-05
-0.1257112515644554,-2.8820078005003175e-05
-0.12251353692115141,-2.7695783861110567e-05
-0.1193158222778472,-2.660798878429009e-05
-0.116118107634543,-2.550069253251279e-05
-0.11292039299123902,-2.4328350716497742e-05
-0.10972267834793481,-2.3191776340569496e-05
-0.1065249637046306,-2.2097614858918183e-05
-0.10332724906132662,-2.1006189195508983e-05
-0.10012953441802241,-1.993324825445228e-05
-0.09693181977471821,-1.895339424787069e-05
-0.09373410513141422,-1.8026844623282403e-05
-0.09053639048811002,-1.7148193491016733e-05
-0.08733867584480581,-1.6440609870141064e-05
-0.08414096120150183,-1.5703919702768338e-05
-0.08094324655819762,-1.4925436110295904e-05
-0.07774553191489342,-1.4266513195294524e-05
-0.07454781727158943,-1.3694886727498541e-05
-0.07135010262828523,-1.3106841851322976e-05
-0.06815238798498102,-1.2502378566767828e-05
-0.06495467334167704,-1.192359187863385e-05
-0.06175695869837283,-1.1344952730621436e-05
-0.05855924405506863,-1.0721673609599533e-05
-0.05536152941176464,-1.0065605507385842e-05
-0.05216381476846044,-9.382856191199174e-06
-0.04896610012515623,-8.681212999126846e-06
-0.04576838548185225,-7.949637376075058e-06
-0.04257067083854804,-7.209428316621238e-06
-0.039372956195243836,-6.480671523531815e-06
-0.03617524155193985,-5.797264409563209e-06
-0.032977526908635646,-5.10168093480471e-06
-0.02977981226533144,-4.4370818118014605e-06
-0.026582097622027456,-3.841067626754657e-06
-0.02338438297872325,-3.2698906516585384e-06
-0.020186668335419045,-2.6340610408424895e-06
-0.01698895369211506,-1.990739394509234e-06
-0.013791239048810855,-1.3811804498073847e-06
-0.010593524405506649,-8.053842067369389e-07
-0.007395809762202665,-2.514996734801968e-07
-0.004198095118898459,3.00110742429588e-07
-0.0010003804755942536,8.504797533665765e-07
0.0021973341677097302,1.3828890108964422e-06
0.005395048811013936,1.9186375095966065e-06
0.008592763454318142,2.4722368906104977e-06
0.011790478097622126,3.043514357774082e-06
0.014988192740926332,3.562256992573996e-06
0.018185907384230315,4.0712737698049205e-06
0.02138362202753452,4.647311376282361e-06
0.024581336670838727,5.252606831227951e-06
0.02777905131414271,5.7976702889710794e-06
0.030976765957446917,6.352816660826159e-06
0.03417448060075112,6.943521839598211e-06
0.037372195244055106,7.56978582528724e-06
0.04056990988735931,8.198016665942962e-06
0.04376762453066352,8.792915569492388e-06
0.0469653391739675,9.352208590136559e-06
0.05016305381727171,9.95682121829271e-06
0.053360768460575914,1.0559252778174547e-05
0.0565584831038799,1.1114919467072053e-05
0.0597561977471841,1.1665299510211796e-05
0.06295391239048831,1.2275306174770321e-05
0.06615162703379229,1.2870360948101737e-05
0.0693493416770965,1.3439442721163738e-05
0.0725470563204007,1.402949942659654e-05
0.07574477096370469,1.4686976560866147e-05
0.0789424856070089,1.5328574859882535e-05
0.0821402002503131,1.5942463904517235e-05
0.08533791489361708,1.6528643694770244e-05
0.08853562953692129,1.71205692464624e-05
0.0917333441802255,1.7739719939072138e-05
0.09493105882352948,1.8386095772599463e-05
0.09812877346683369,1.897877125662714e-05
0.10132648811013789,1.9567849691200295e-05
0.10452420275344187,2.0206871577727575e-05
0.10772191739674608,2.0854531487146446e-05
0.11091963204005029,2.1445916152280357e-05
0.11411734668335427,2.2041505582254984e-05
0.11731506132665848,2.2644280254617326e-05
0.12051277596996268,2.3207292236727157e-05
0.12371049061326667,2.3783897468497687e-05
0.12690820525657087,2.440024725329695e-05
0.13010591989987508,2.5039238038354553e-05
0.13330363454317906,2.57008698236705e-05
0.13650134918648327,2.634416096522911e-05
0.13969906382978747,2.695991620898851e-05
0.14289677847309146,2.758095782702542e-05
0.14609449311639566,2.8242715308514706e-05
0.14929220775969987,2.8870463954414437e-05
0.15248992240300385,2.9455113485947766e-05
0.15568763704630806,3.005576867226878e-05
0.15888535168961226,3.070907964318627e-05
0.16208306633291625,3.134331683705387e-05
0.16528078097622045,3.197036898118624e-05
0.16847849561952466,3.263860633722086e-05
0.17167621026282864,3.325794464247951e-05
0.17487392490613285,3.380858229950394e-05
0.17807163954943683,3.431100967444081e-05
0.18126935419274104,3.4845978936208865e-05
0.18446706883604524,3.545242999504108e-05
0.18766478347934923,3.608632978487316e-05
0.19086249812265343,3.671485603362846e-05
0.19406021276595764,3.730257925213207e-05
0.19725792740926162,3.790288273466979e-05
0.20045564205256583,3.8510967748478246e-05
0.20365335669587004,3.907232221881648e-05
0.20685107133917402,3.963728600751155e-05
0.21004878598247823,4.024754081486866e-05
0.21324650062578243,4.0857798481412675e-05
0.21644421526908642,4.143794310333438e-05
0.21964192991239062,4.2071354252453656e-05
0.22283964455569483,4.27541561279789e-05
0.2260373591989988,4.347734029037852e-05
0.22923507384230302,4.4159803952643074e-05
0.23243278848560722,4.4785413872711925e-05
0.2356305031289112,4.540768795803779e-05
0.2388282177722154,4.602662620862065e-05
0.24202593241551962,4.663560009626513e-05
0.2452236470588236,4.724304622395532e-05
0.2484213617021278,4.785947096615581e-05
0.251619076345432,4.853781546924326e-05
0.254816790988736,4.9184615841058246e-05
0.2580145056320402,4.97808156337002e-05
0.2612122202753444,5.0371703006644254e-05
0.2644099349186484,5.0996020129609606e-05
0.2676076495619526,5.1652660327890437e-05
0.2708053642052568,5.228624826330296e-05
0.2740030788485608,5.290579237537878e-05
0.277200793491865,5.3511643282208564e-05
0.2803985081351692,5.4114218424620944e-05
0.2835962227784732,5.471064028682461e-05
0.2867939374217774,5.5313171589351916e-05
0.2899916520650816,5.6002371236726205e-05
0.2931893667083858,5.6735772555955736e-05
0.29638708135168956,5.747635909887392e-05
0.29958479599499377,5.818407035887362e-05
0.302782510638298,5.89161468132278e-05
0.3059802252816022,5.967315273100758e-05
0.3091779399249064,6.0428285931773347e-05
0.3123756545682106,6.116041422338583e-05
0.31557336921151435,6.183865459842068e-05
0.31877108385481856,6.250474718483313e-05
0.32196879849812277,6.314210816826188e-05
0.32516651314142697,6.379677448874066e-05
0.3283642277847312,6.451804377503216e-05
0.3315619424280354,6.527539263106587e-05
0.33475965707133915,6.605655833630942e-05
0.33795737171464335,6.677093920929241e-05
0.34115508635794756,6.743872249876391e-05
0.34435280100125176,6.809747974761057e-05
0.34755051564455597,6.881059304166562e-05
0.3507482302878602,6.948397954180655e-05
0.35394594493116394,7.012817072206182e-05
0.35714365957446814,7.07841187763495e-05
0.36034137421777235,7.151913410180117e-05
0.36353908886107655,7.222394252563518e-05
0.36673680350438076,7.293482139687804e-05
0.36993451814768497,7.366835452989104e-05
