t,v
0.0106007067137808,0.0215827338129496
0.01657765579730113,0.025720158567023886
0.022554604880821463,0.029857583321098176
0.0285315539643418,0.033995008075172466
0.03450850304786213,0.03813243282924675
0.040485452131382466,0.04226985758332104
0.0464624012149028,0.04640728233739533
0.05243935029842313,0.05054470709146962
0.05841629938194346,0.05468213184554391
0.06439324846546379,0.0588195565996182
0.07037019754898413,0.06295698135369249
0.07634714663250446,0.06709440610776676
0.0823240957160248,0.07123183086184105
0.08830104479954512,0.07536925561591534
0.09427799388306546,0.07950668036998963
0.10025494296658578,0.08364410512406392
0.10623189205010612,0.08778152987813821
0.11220884113362646,0.0919189546322125
0.11818579021714679,0.09605637938628679
0.12416273930066712,0.10019380414036108
0.13013968838418744,0.10433122889443536
0.13611663746770777,0.10846865364850965
0.1420935865512281,0.11260607840258394
0.14807053563474845,0.11674350315665823
0.1540474847182688,0.12088092791073252
0.16002443380178913,0.1250183526648068
0.16600138288530944,0.12915577741888107
0.17197833196882978,0.13329320217295537
0.17795528105235012,0.13743062692702968
0.18393223013587046,0.14156805168110395
0.18990917921939077,0.14529792732440686
0.1958861283029111,0.14850916385738935
0.20186307738643144,0.15172040039037185
0.20784002646995178,0.15493163692335435
0.21381697555347212,0.15814287345633685
0.21979392463699243,0.16135410998931934
0.22577087372051277,0.16456534652230184
0.2317478228040331,0.16777658305528434
0.23772477188755345,0.17098781958826684
0.24370172097107376,0.17419905612124933
0.2496786700545941,0.17741029265423183
0.2556556191381144,0.1806215291872143
0.2616325682216347,0.1838327657201968
0.26760951730515514,0.18704400225317935
0.27358646638867545,0.19025523878616182
0.27956341547219576,0.19346647531914432
0.2855403645557161,0.1966777118521268
0.2915173136392364,0.1998889483851093
0.2974942627227568,0.20310018491809184
0.3034712118062771,0.2063114214510743
0.30944816088979743,0.2095226579840568
0.31542510997331774,0.21273389451703928
0.32140205905683805,0.21594513105002178
0.3273790081403585,0.21915636758300433
0.3333559572238788,0.2223676041159868
0.3393329063073991,0.22557884064896927
0.3453098553909194,0.22879007718195177
0.3512868044744397,0.23200131371493427
0.35726375355796014,0.23521255024791682
0.36324070264148045,0.2384237867808993
0.36921765172500076,0.24163502331388176
0.3751946008085211,0.24484625984686426
0.3811715498920414,0.24805749637984675
0.3871484989755618,0.2512687329128293
0.3931254480590821,0.25447996944581175
0.3991023971426024,0.25769120597879425
0.40507934622612274,0.26090244251177674
0.41105629530964305,0.26411367904475924
0.41703324439316347,0.2673249155777418
0.4230101934766838,0.27053615211072424
0.4289871425602041,0.27374738864370673
0.4349640916437244,0.27695862517668923
0.4409410407272447,0.28016986170967173
0.44691798981076514,0.2833397531674539
0.45289493889428545,0.2865036662146872
0.45887188797780576,0.28966757926192044
0.46484883706132607,0.29283149230915373
0.4708257861448464,0.29599540535638696
0.4768027352283667,0.29915931840362026
0.4827796843118871,0.3023232314508536
0.4887566333954074,0.30548714449808684
0.49473358247892774,0.30865105754532013
0.500710531562448,0.3118149705925534
0.5066874806459684,0.31497888363978666
0.5126644297294887,0.31814279668701995
0.5186413788130091,0.32130670973425324
0.5246183278965294,0.32447062278148653
0.5305952769800497,0.3276345358287198
0.53657222606357,0.33079844887595306
0.5425491751470903,0.33396236192318635
0.5485261242306108,0.3371262749704197
0.5545030733141311,0.34029018801765293
0.5604800223976514,0.3434541010648862
0.5664569714811717,0.34661801411211945
0.572433920564692,0.34978192715935275
0.5784108696482124,0.3529458402065861
0.5843878187317327,0.35610975325381933
0.590364767815253,0.3592736663010526
0.5963417168987734,0.3624375793482859
0.6023186659822937,0.36560149239551915
0.6082956150658141,0.3687654054427525
0.6142725641493344,0.3719293184899858
0.6202495132328547,0.3751913920758435
0.626226462316375,0.3786682196002757
0.6322034113998953,0.38214504712470787
0.6381803604834158,0.3856218746491401
0.6441573095669361,0.38909870217357223
0.6501342586504564,0.3925755296980044
0.6561112077339767,0.3960523572224366
0.662088156817497,0.3995291847468687
0.6680651059010173,0.4030060122713009
0.6740420549845377,0.40648283979573313
0.680019004068058,0.4099596673201653
0.6859959531515784,0.4134364948445975
0.6919729022350987,0.4169133223690296
0.697949851318619,0.4203901498934618
0.7039268004021394,0.42386697741789403
0.7099037494856597,0.4273438049423262
0.71588069856918,0.4308206324667584
0.7218576476527003,0.4342974599911905
0.7278345967362206,0.4377742875156227
0.7338115458197411,0.44125111504005493
0.7397884949032614,0.4447279425644871
0.7457654439867817,0.44820477008891924
0.751742393070302,0.4516815976133514
0.7577193421538223,0.4551584251377836
0.7636962912373427,0.45863525266221583
0.769673240320863,0.46211208018664796
0.7756501894043834,0.46558890771108014
0.7816271384879037,0.4690657352355123
0.787604087571424,0.4725425627599445
0.7935810366549444,0.47601939028437673
0.7995579857384647,0.4794962178088089
0.805534934821985,0.48297304533324104
0.8115118839055053,0.4864498728576732
0.8174888329890256,0.4899267003821054
0.8234657820725461,0.49340352790653763
0.8294427311560664,0.49688035543096976
0.8354196802395867,0.5003571829554019
0.841396629323107,0.5038340104798341
0.8473735784066273,0.5073108380042662
0.8533505274901477,0.5107876655286985
