V,A
-1.215573188986233,-1.9548249429687354e-05
-1.212371846057572,-1.9404459425095934e-05
-1.209170503128911,-1.9341139690698065e-05
-1.2059691602002505,-1.9307937055271542e-05
-1.2027678172715894,-1.9274734419845013e-05
-1.1995664743429286,-1.924153178441849e-05
-1.1963651314142678,-1.9158010089107523e-05
-1.193163788485607,-1.9028627629239736e-05
-1.1899624455569462,-1.8899245169371946e-05
-1.1867611026282854,-1.8778409047602223e-05
-1.1835597596996246,-1.867880114132264e-05
-1.1803584167709635,-1.8579193235043055e-05
-1.1771570738423027,-1.8479585328763476e-05
-1.173955730913642,-1.8376330214729385e-05
-1.170754387984981,-1.8232540210137966e-05
-1.1675530450563203,-1.8088750205546546e-05
-1.1643517021276595,-1.7944960200955127e-05
-1.1611503591989987,-1.780833143579232e-05
-1.1579490162703379,-1.7700382770854868e-05
-1.154747673341677,-1.759243410591742e-05
-1.1515463304130162,-1.7484485440979966e-05
-1.1483449874843554,-1.738807638822462e-05
-1.1451436445556946,-1.7316168508443278e-05
-1.1419423016270338,-1.7244260628661935e-05
-1.138740958698373,-1.717235274888059e-05
-1.1355396157697122,-1.7116183700713986e-05
-1.1323382728410514,-1.7080255515794584e-05
-1.1291369299123906,-1.7044327330875182e-05
-1.1259355869837298,-1.7008399145955776e-05
-1.122734244055069,-1.7012345084888717e-05
-1.1195329011264081,-1.7048302197493243e-05
-1.1163315581977473,-1.7084259310097765e-05
-1.1131302152690865,-1.712021642270229e-05
-1.1099288723404255,-1.71319e-05
-1.1067275294117647,-1.71319e-05
-1.1035261864831039,-1.71319e-05
-1.100324843554443,-1.71319e-05
-1.0971235006257822,-1.7046458947064765e-05
-1.0939221576971214,-1.6938622882364017e-05
-1.0907208147684606,-1.6830786817663272e-05
-1.0875194718397996,-1.672295075296252e-05
-1.0843181289111388,-1.6680470756521336e-05
-1.081116785982478,-1.664448786820885e-05
-1.0779154430538171,-1.6608504979896367e-05
-1.0747141001251563,-1.6568215565353705e-05
-1.0715127571964955,-1.6388471620871615e-05
-1.0683114142678347,-1.6208727676389527e-05
-1.065110071339174,-1.6028983731907436e-05
-1.061908728410513,-1.5865114398408306e-05
-1.0587073854818523,-1.5793206518626964e-05
-1.0555060425531915,-1.572129863884562e-05
-1.0523046996245307,-1.5649390759064275e-05
-1.0491033566958698,-1.5558472569855524e-05
-1.045902013767209,-1.5414682565264104e-05
-1.0427006708385482,-1.5270892560672685e-05
-1.0394993279098874,-1.5127102556081267e-05
-1.0362979849812266,-1.4969532988598877e-05
-1.0330966420525658,-1.478964432274442e-05
-1.029895299123905,-1.4609755656889962e-05
-1.0266939561952442,-1.4429866991035505e-05
-1.0234926132665834,-1.4322247611586086e-05
-1.0202912703379226,-1.4286293671695414e-05
-1.0170899274092615,-1.425033973180474e-05
-1.0138885844806007,-1.4214385791914067e-05
-1.01068724155194,-1.42007e-05
-1.007485898623279,-1.42007e-05
-1.0042845556946183,-1.42007e-05
-1.0010832127659575,-1.42007e-05
-0.9978818698372967,-1.406822482970694e-05
-0.9946805269086358,-1.3888379604728082e-05
-0.9914791839799749,-1.3708534379749216e-05
-0.9882778410513141,-1.3528689154770358e-05
-0.9850764981226533,-1.3430241320240267e-05
-0.9818751551939925,-1.3345481219077084e-05
-0.9786738122653317,-1.3260721117913902e-05
-0.9754724693366709,-1.3158015688839642e-05
-0.9722711264080101,-1.2996197524961654e-05
-0.9690697834793491,-1.2834379361083658e-05
-0.9658684405506883,-1.267256119720567e-05
-0.9626670976220275,-1.25257e-05
-0.9594657546933667,-1.25257e-05
-0.9562644117647059,-1.25257e-05
-0.9530630688360451,-1.25257e-05
-0.9498617259073843,-1.25257e-05
-0.9466603829787233,-1.25257e-05
-0.9434590400500625,-1.25257e-05
-0.9402576971214017,-1.25257e-05
-0.9370563541927409,-1.2513874993587079e-05
-0.9338550112640801,-1.2477912374061766e-05
-0.9306536683354193,-1.2441949754536456e-05
-0.9274523254067585,-1.2405987135011143e-05
-0.9242509824780977,-1.2321798061943327e-05
-0.9210496395494367,-1.2177947583842075e-05
-0.9178482966207759,-1.2034097105740827e-05
-0.9146469536921151,-1.189024662763958e-05
-0.9114456107634543,-1.1746410709683474e-05
-0.9082442678347935,-1.1602585992770999e-05
-0.9050429249061327,-1.1458761275858525e-05
-0.9018415819774719,-1.131493655894605e-05
-0.898640239048811,-1.1195664744378082e-05
-0.8954388961201502,-1.1087768203373481e-05
-0.8922375531914893,-1.0979871662368882e-05
-0.8890362102628285,-1.0871975121364284e-05
-0.8858348673341677,-1.08506e-05
-0.8826335244055069,-1.08506e-05
-0.8794321814768461,-1.08506e-05
-0.8762308385481852,-1.08506e-05
-0.8730294956195244,-1.08506e-05
-0.8698281526908636,-1.08506e-05
-0.8666268097622027,-1.08506e-05
-0.8634254668335419,-1.08506e-05
-0.8602241239048811,-1.0758099640688852e-05
-0.8570227809762203,-1.0628667206908406e-05
-0.8538214380475594,-1.0499234773127955e-05
-0.8506200951188986,-1.0384118320888033e-05
-0.8474187521902378,-1.0284525212990014e-05
-0.844217409261577,-1.0184932105091993e-05
-0.8410160663329161,-1.0085338997193973e-05
-0.8378147234042553,-1.00131e-05
-0.8346133804755945,-1.00131e-05
-0.8314120375469337,-1.00131e-05
-0.8282106946182728,-1.00131e-05
-0.825009351689612,-1.00131e-05
-0.8218080087609512,-1.00131e-05
-0.8186066658322904,-1.00131e-05
-0.8154053229036295,-1.00131e-05
-0.8122039799749687,-9.959538773914604e-06
-0.8090026370463079,-9.747331344560039e-06
-0.805801294117647,-9.535123915205465e-06
-0.8025999511889862,-9.322916485850898e-06
-0.7993986082603254,-9.136027808904136e-06
-0.7961972653316646,-9.006579918659185e-06
-0.7929959224030038,-8.877132028414235e-06
-0.789794579474343,-8.749806196291751e-06
-0.7865932365456821,-8.650229997464892e-06
-0.7833918936170212,-8.55065379863803e-06
-0.7801905506883604,-8.451077599811172e-06
-0.7769892077596996,-8.351501400984314e-06
-0.7737878648310388,-8.33812e-06
-0.770586521902378,-8.33812e-06
-0.7673851789737172,-8.33812e-06
-0.7641838360450564,-8.33812e-06
-0.7609824931163955,-8.33812e-06
-0.7577811501877346,-8.33812e-06
-0.7545798072590738,-8.33812e-06
-0.751378464330413,-8.330761978524294e-06
-0.7481771214017522,-8.258844467830302e-06
-0.7449757784730914,-8.18692695713631e-06
-0.7417744355444306,-8.115009446442317e-06
-0.7385730926157698,-8.027234439539931e-06
-0.7353717496871088,-7.883401994270818e-06
-0.732170406758448,-7.739569549001711e-06
-0.7289690638297872,-7.595737103732604e-06
-0.7257677209011264,-7.50062e-06
-0.7225663779724656,-7.50062e-06
-0.7193650350438048,-7.50062e-06
-0.716163692115144,-7.50062e-06
-0.712962349186483,-7.50062e-06
-0.7097610062578222,-7.50062e-06
-0.7065596633291615,-7.50062e-06
-0.7033583204005007,-7.50062e-06
-0.7001569774718397,-7.50062e-06
-0.6969556345431789,-7.50062e-06
-0.6937542916145181,-7.50062e-06
-0.6905529486858573,-7.50062e-06
-0.6873516057571964,-7.50062e-06
-0.6841502628285356,-7.50062e-06
-0.6809489198998748,-7.50062e-06
-0.677747576971214,-7.50062e-06
-0.6745462340425532,-7.456850768796153e-06
-0.6713448911138924,-7.40291199174594e-06
-0.6681435481852316,-7.3489732146957265e-06
-0.6649422052565708,-7.295034437645513e-06
-0.66174086232791,-7.14080937668223e-06
-0.6585395193992492,-6.978995621650467e-06
-0.6553381764705883,-6.817181866618704e-06
-0.6521368335419273,-6.6596688701029966e-06
-0.6489354906132665,-6.58774557174518e-06
-0.6457341476846057,-6.515822273387363e-06
-0.6425328047559449,-6.443898975029546e-06
-0.6393314618272841,-6.377958533986667e-06
-0.6361301188986233,-6.3420010666991095e-06
-0.6329287759699624,-6.306043599411552e-06
-0.6297274330413016,-6.270086132123994e-06
-0.6265260901126408,-6.24436e-06
-0.62332474718398,-6.24436e-06
-0.6201234042553192,-6.24436e-06
-0.6169220613266584,-6.24436e-06
-0.6137207183979976,-6.24436e-06
-0.6105193754693368,-6.24436e-06
-0.6073180325406757,-6.24436e-06
-0.6041166896120149,-6.24436e-06
-0.6009153466833541,-6.24436e-06
-0.5977140037546933,-6.24436e-06
-0.5945126608260325,-6.24436e-06
-0.5913113178973717,-6.24436e-06
-0.5881099749687109,-6.198396468336284e-06
-0.5849086320400501,-6.126478957642292e-06
-0.5817072891113892,-6.0545614469483005e-06
-0.5785059461827284,-5.982643936254308e-06
-0.5753046032540676,-5.9379572373248e-06
-0.5721032603254068,-5.901997193918366e-06
-0.568901917396746,-5.866037150511932e-06
-0.5657005744680852,-5.8300771071054975e-06
-0.5624992315394244,-5.722566087888154e-06
-0.5592978886107633,-5.604879989092893e-06
-0.5560965456821025,-5.487193890297641e-06
-0.5528952027534417,-5.3752541257543815e-06
-0.5496938598247809,-5.275677926927522e-06
-0.5464925168961201,-5.176101728100664e-06
-0.5432911739674593,-5.076525529273805e-06
-0.5400898310387985,-4.98809e-06
-0.5368884881101377,-4.98809e-06
-0.5336871451814769,-4.98809e-06
-0.530485802252816,-4.98809e-06
-0.5272844593241552,-4.98809e-06
-0.5240831163954944,-4.98809e-06
-0.5208817734668336,-4.98809e-06
-0.5176804305381728,-4.98809e-06
-0.514479087609512,-4.98809e-06
-0.511277744680851,-4.98809e-06
-0.5080764017521902,-4.98809e-06
-0.5048750588235293,-4.98809e-06
-0.5016737158948685,-4.98809e-06
-0.4984723729662077,-4.98809e-06
-0.4952710300375469,-4.98809e-06
-0.4920696871088861,-4.98809e-06
-0.4888683441802253,-4.98809e-06
-0.4856670012515645,-4.98809e-06
-0.48246565832290367,-4.98809e-06
-0.47926431539424286,-4.98809e-06
-0.47606297246558205,-4.962806470326381e-06
-0.47286162953692124,-4.926849003038824e-06
-0.4696602866082604,-4.890891535751267e-06
-0.4664589436795994,-4.854934068463707e-06
-0.4632576007509386,-4.7008387741285154e-06
-0.46005625782227777,-4.521046285452974e-06
-0.45685491489361696,-4.341253796777433e-06
-0.45365357196495615,-4.161461308101892e-06
-0.45045222903629534,-4.15059e-06
-0.4472508861076345,-4.15059e-06
-0.4440495431789737,-4.15059e-06
-0.4408482002503129,-4.15059e-06
-0.4376468573216521,-4.15059e-06
-0.4344455143929913,-4.15059e-06
-0.4312441714643305,-4.15059e-06
-0.42804282853566966,-4.15059e-06
-0.42484148560700885,-4.15059e-06
-0.42164014267834804,-4.15059e-06
-0.418438799749687,-4.15059e-06
-0.4152374568210262,-4.15059e-06
-0.4120361138923654,-4.15059e-06
-0.4088347709637046,-4.15059e-06
-0.40563342803504376,-4.15059e-06
-0.40243208510638295,-4.15059e-06
-0.39923074217772214,-4.15059e-06
-0.39602939924906133,-4.15059e-06
-0.3928280563204005,-4.15059e-06
-0.3896267133917397,-4.15059e-06
-0.3864253704630789,-4.15059e-06
-0.3832240275344181,-4.15059e-06
-0.3800226846057573,-4.15059e-06
-0.37682134167709647,-4.15059e-06
-0.37361999874843543,-4.15059e-06
-0.3704186558197746,-4.15059e-06
-0.3672173128911138,-4.15059e-06
-0.364015969962453,-4.123001906901007e-06
-0.3608146270337922,-4.087041863494572e-06
-0.3576132841051314,-4.051081820088138e-06
-0.35441194117647057,-4.015121776681703e-06
-0.35121059824780976,-3.883651494784108e-06
-0.34800925531914895,-3.739816473396124e-06
-0.34480791239048814,-3.59598145200814e-06
-0.3416065694618273,-3.4520180428742695e-06
-0.3384052265331665,-3.2722255541987274e-06
-0.3352038836045057,-3.0924330655231854e-06
-0.3320025406758449,-2.9126405768476433e-06
-0.3288011977471841,-2.7459831725341093e-06
-0.32559985481852305,-2.6740656618401125e-06
-0.32239851188986224,-2.6021481511461207e-06
-0.3191971689612014,-2.530230640452129e-06
-0.3159958260325406,-2.47557e-06
-0.3127944831038798,-2.47557e-06
-0.309593140175219,-2.47557e-06
-0.3063917972465582,-2.47557e-06
-0.3031904543178974,-2.47557e-06
-0.29998911138923656,-2.47557e-06
-0.29678776846057575,-2.47557e-06
-0.29358642553191494,-2.47557e-06
-0.29038508260325413,-2.47557e-06
-0.2871837396745933,-2.47557e-06
-0.2839823967459325,-2.47557e-06
-0.2807810538172717,-2.47557e-06
-0.27757971088861066,-2.47557e-06
-0.27437836795994985,-2.47557e-06
-0.27117702503128904,-2.47557e-06
-0.26797568210262823,-2.47557e-06
-0.2647743391739674,-2.44993116535788e-06
-0.2615729962453066,-2.4139736980703226e-06
-0.2583716533166458,-2.378016230782765e-06
-0.255170310387985,-2.3420587634952072e-06
-0.2519689674593242,-2.33599e-06
-0.24876762453066337,-2.33599e-06
-0.24556628160200256,-2.33599e-06
-0.24236493867334175,-2.33599e-06
-0.23916359574468093,-2.3701285729425794e-06
-0.23596225281602012,-2.406086040230137e-06
-0.2327609098873591,-2.442043507517697e-06
-0.22955956695869828,-2.47557e-06
-0.22635822403003747,-2.47557e-06
-0.22315688110137666,-2.47557e-06
-0.21995553817271585,-2.47557e-06
-0.21675419524405504,-2.47557e-06
-0.21355285231539423,-2.289553770350258e-06
-0.21035150938673342,-2.0738038143871593e-06
-0.2071501664580726,-1.8580538584240604e-06
-0.2039488235294118,-1.6423039024609614e-06
-0.20074748060075098,-1.5111471237441311e-06
-0.19754613767209017,-1.3816836409043434e-06
-0.19434479474342936,-1.2522201580645559e-06
-0.19114345181476855,-1.145047905543932e-06
-0.18794210888610774,-1.0454736090229062e-06
-0.1847407659574467,-9.458993125018733e-07
-0.1815394230287859,-8.463250159808475e-07
-0.17833808010012508,-8.00558e-07
-0.17513673717146427,-8.00558e-07
-0.17193539424280346,-8.00558e-07
-0.16873405131414265,-8.00558e-07
-0.16553270838548184,-8.00558e-07
-0.16233136545682103,-8.00558e-07
-0.15913002252816022,-8.00558e-07
-0.1559286795994994,-8.00558e-07
-0.1527273366708386,-8.00558e-07
-0.1495259937421778,-8.00558e-07
-0.14632465081351698,-8.00558e-07
-0.14312330788485617,-8.00558e-07
-0.13992196495619535,-8.00558e-07
-0.13672062202753432,-8.00558e-07
-0.1335192790988735,-8.00558e-07
-0.1303179361702127,-8.00558e-07
-0.1271165932415519,-8.00558e-07
-0.12391525031289108,-8.00558e-07
-0.12071390738423027,-8.00558e-07
-0.11751256445556946,-8.00558e-07
-0.11431122152690865,-8.00558e-07
-0.11110987859824784,-8.00558e-07
-0.10790853566958702,-8.00558e-07
-0.10470719274092621,-7.466561227990714e-07
-0.1015058498122654,-5.309061512139597e-07
-0.09830450688360459,-3.15156179628848e-07
-0.09510316395494378,-9.940620804373625e-08
-0.09190182102628275,5.0181481608699094e-08
-0.08870047809762194,8.614032022675965e-08
-0.08549913516896113,1.220991588448202e-07
-0.08229779224030032,1.5805799746288076e-07
-0.0790964493116395,1.5904916391905872e-07
-0.0758951063829787,1.230903253009982e-07
-0.07269376345431788,8.713148668293768e-08
-0.06949242052565707,5.117264806487716e-08
-0.06629107759699626,3.69488e-08
-0.06308973466833545,3.69488e-08
-0.05988839173967464,3.69488e-08
-0.05668704881101383,3.69488e-08
-0.05348570588235302,3.69488e-08
-0.05028436295369221,3.69488e-08
-0.0470830200250314,3.69488e-08
-0.043881677096370364,3.69488e-08
-0.04068033416770955,3.69488e-08
-0.03747899123904874,3.69488e-08
-0.03427764831038793,3.69488e-08
-0.03107630538172712,3.69488e-08
-0.02787496245306631,2.4388001797932747e-07
-0.0246736195244055,4.596335649156121e-07
-0.021472276595744688,6.753871118518967e-07
-0.018270933667083877,8.763811477263682e-07
-0.015069590738423067,9.01275720376214e-07
-0.011868247809762256,9.261702930260599e-07
-0.008666904881101445,9.510648656759056e-07
-0.005465561952440634,9.759594383257514e-07
-0.002264219023779823,7.775503562475146e-07
0.0009371239048812097,5.463856822275521e-07
0.0041384668335420205,4.950367634268901e-07
0.007339809762202831,5.597630132149489e-07
0.010541152690863642,6.244892630030077e-07
0.013742495619524453,6.892155127910666e-07
0.016943838548185264,7.539417625791253e-07
0.020145181476846075,8.716427334736148e-07
0.023346524405506885,1.0064887003087927e-06
0.026547867334167696,1.1413346671439707e-06
0.029749210262828507,1.2761806339791486e-06
0.03295055319148932,1.4092142101345326e-06
0.03615189612015013,1.5419858209637603e-06
0.03935323904881094,1.674757431792988e-06
0.04255458197747175,1.8075290426222155e-06
0.04575592490613256,1.8996233598922521e-06
0.048957267834793594,1.9715414493107154e-06
0.052158610763454405,2.0434595387291734e-06
0.055359953692115216,2.1153776281476318e-06
0.05856129662077603,2.13072e-06
0.06176263954943684,2.13072e-06
0.06496398247809765,2.13072e-06
0.06816532540675846,2.13072e-06
0.07136666833541927,2.1632578720564117e-06
0.07456801126408008,2.199215628695837e-06
0.07776935419274089,2.2351733853352625e-06
0.0809706971214017,2.2719623434952978e-06
0.08417204005006251,2.3438804329137557e-06
0.08737338297872332,2.415798522332214e-06
0.09057472590738413,2.487716611750672e-06
0.09377606883604495,2.574882593353866e-06
0.09697741176470598,2.754683763183512e-06
0.10017875469336679,2.9344849330131454e-06
0.1033800976220276,3.114286102842779e-06
0.10658144055068841,3.2567294050430995e-06
0.10978278347934922,3.292689448449534e-06
0.11298412640801003,3.3286494918559686e-06
0.11618546933667084,3.364609535262403e-06
0.11938681226533165,3.38698e-06
0.12258815519399247,3.38698e-06
0.12578949812265328,3.38698e-06
0.1289908410513141,3.38698e-06
0.1321921839799749,3.38698e-06
0.1353935269086357,3.38698e-06
0.13859486983729652,3.38698e-06
0.14179621276595755,3.38698e-06
0.14499755569461836,3.38698e-06
0.14819889862327917,3.38698e-06
0.15140024155193998,3.38698e-06
0.1546015844806008,3.38698e-06
0.1578029274092616,3.38698e-06
0.16100427033792242,3.38698e-06
0.16420561326658323,3.38698e-06
0.16740695619524404,3.38698e-06
0.17060829912390485,3.38698e-06
0.17380964205256566,3.38698e-06
0.17701098498122647,3.38698e-06
0.18021232790988728,3.38698e-06
0.1834136708385481,3.38698e-06
0.1866150137672089,3.38698e-06
0.18981635669586994,3.38698e-06
0.19301769962453075,3.38698e-06
0.19621904255319156,3.38698e-06
0.19942038548185237,3.38698e-06
0.20262172841051318,3.38698e-06
0.205823071339174,3.38698e-06
0.2090244142678348,3.38698e-06
0.2122257571964956,3.38698e-06
0.21542710012515642,3.38698e-06
0.21862844305381723,3.38698e-06
0.22182978598247804,3.38698e-06
0.22503112891113886,3.38698e-06
0.22823247183979967,3.38698e-06
0.23143381476846048,3.418763522886546e-06
0.2346351576971213,3.490681033580538e-06
0.23783650062578232,3.5625985442745355e-06
0.24103784355444313,3.6345160549685276e-06
0.24423918648310394,3.7467156883488715e-06
0.24744052941176475,3.890548133617978e-06
0.25064187234042556,4.034380578887084e-06
0.2538432152690864,4.178213024156191e-06
0.2570445581977472,4.22448e-06
0.260245901126408,4.22448e-06
0.2634472440550688,4.22448e-06
0.2666485869837296,4.22448e-06
0.26984992991239043,4.22448e-06
0.27305127284105124,4.22448e-06
0.27625261576971205,4.22448e-06
0.27945395869837286,4.22448e-06
0.2826553016270339,4.22448e-06
0.2858566445556947,4.22448e-06
0.2890579874843555,4.22448e-06
0.2922593304130161,4.22448e-06
0.2954606733416769,4.22448e-06
0.2986620162703377,4.22448e-06
0.30186335919899854,4.22448e-06
0.30506470212765935,4.2353462688483675e-06
0.3082660450563206,4.307263779542369e-06
0.3114673879849814,4.379181290236361e-06
0.3146687309136422,4.4510988009303525e-06
0.31787007384230304,4.4842836883756546e-06
0.32107141677096385,4.412366177681662e-06
0.32427275969962466,4.34044866698767e-06
0.32747410262828547,4.268531156293679e-06
0.3306754455569463,4.22448e-06
0.3338767884856071,4.22448e-06
0.3370781314142679,4.22448e-06
0.3402794743429287,4.22448e-06
0.3434808172715895,4.360865289993108e-06
0.34668216020025033,4.6305783029164715e-06
0.34988350312891114,4.900291315839835e-06
0.35308484605757195,5.170004328763199e-06
0.35628618898623277,5.372369633694567e-06
0.3594875319148936,5.53418338872633e-06
0.3626888748435544,5.6959971437580925e-06
0.3658902177722152,5.857810898789854e-06
0.369091560700876,5.8995e-06
0.3722929036295368,5.8995e-06
0.37549424655819763,5.8995e-06
0.37869558948685844,5.8995e-06
0.38189693241551925,5.8995e-06
0.38509827534418006,5.8995e-06
0.3882996182728409,5.8995e-06
0.3915009612015017,5.8995e-06
0.3947023041301625,5.8995e-06
0.3979036470588233,5.8995e-06
0.40110498998748456,5.8995e-06
0.4043063329161454,5.892528434843462e-06
0.4075076758448062,5.82061092414947e-06
0.410709018773467,5.748693413455478e-06
0.4139103617021278,5.676775902761486e-06
0.4171117046307886,5.628065526866136e-06
0.4203130475594494,5.664022994153694e-06
0.42351439048811024,5.6999804614412515e-06
0.42671573341677105,5.735937928728809e-06
0.42991707634543186,5.770974714534158e-06
0.43311841927409267,5.804170039107904e-06
0.4363197622027535,5.837365363681649e-06
0.4395211051314143,5.870560688255395e-06
0.4427224480600751,5.906008572381197e-06
0.4459237909887359,5.95677302760705e-06
0.4491251339173967,6.007537482832903e-06
0.45232647684605753,6.058301938058755e-06
0.45552781977471835,6.201083869738912e-06
