V,A
0.45872916270337916,6.362892241467339e-06
0.46193050563203997,6.524700613195767e-06
0.4651318485607008,6.686508984924194e-06
0.4683331914893616,6.73701e-06
0.4715345344180224,6.73701e-06
0.4747358773466832,6.73701e-06
0.477937220275344,6.73701e-06
0.48113856320400483,6.73701e-06
0.48433990613266564,6.73701e-06
0.48754124906132645,6.73701e-06
0.49074259198998726,6.73701e-06
0.4939439349186485,6.73701e-06
0.49714527784730933,6.73701e-06
0.5003466207759701,6.73701e-06
0.503547963704631,6.73701e-06
0.5067493066332918,6.73701e-06
0.5099506495619526,6.73701e-06
0.5131519924906134,6.73701e-06
0.5163533354192742,6.73701e-06
0.519554678347935,6.73701e-06
0.5227560212765958,6.73701e-06
0.5259573642052566,6.73701e-06
0.5291587071339174,6.797240121884274e-06
0.5323600500625782,7.012990077847373e-06
0.5355613929912391,7.228740033810472e-06
0.5387627359198999,7.444489989773572e-06
0.5419640788485607,7.6030869897926045e-06
0.5451654217772215,7.675004500486596e-06
0.5483667647058823,7.746922011180586e-06
0.5515681076345431,7.818839521874579e-06
0.5547694505632039,7.87221918034261e-06
0.5579707934918647,7.908179223749046e-06
0.5611721364205255,7.94413926715548e-06
0.5643734793491864,7.980099310561915e-06
0.5675748222778472,8.016057721376189e-06
0.570776165206508,8.052015188663747e-06
0.5739775081351688,8.087972655951304e-06
0.5771788510638296,8.123930123238861e-06
0.5803801939924904,8.10581240947358e-06
0.5835815369211512,8.069854942186023e-06
0.5867828798498125,8.03389747489846e-06
0.5899842227784733,7.997940007610904e-06
0.5931855657071341,7.99327e-06
0.5963869086357949,7.99327e-06
0.5995882515644557,7.99327e-06
0.6027895944931165,7.99327e-06
0.6059909374217773,8.028810188743898e-06
0.6091922803504382,8.06477054975971e-06
0.612393623279099,8.100730910775521e-06
0.6155949662077598,8.136691237864422e-06
0.6187963091364206,8.172651281270858e-06
0.6219976520650814,8.208611324677291e-06
0.6251989949937422,8.244571368083727e-06
0.628400337922403,8.280530831834635e-06
0.6316016808510638,8.316488299122192e-06
0.6348030237797246,8.35244576640975e-06
0.6380043667083855,8.388403233697307e-06
0.6412057096370463,8.430531935608333e-06
0.6444070525657071,8.484470712658546e-06
0.6476083954943679,8.53840948970876e-06
0.6508097384230287,8.592348266758973e-06
0.6540110813516895,8.696059942821016e-06
0.6572124242803503,8.857873697852778e-06
0.6604137672090111,9.01968745288454e-06
0.6636151101376719,9.181501207916302e-06
0.6668164530663327,9.24953e-06
0.6700177959949936,9.24953e-06
0.6732191389236544,9.24953e-06
0.6764204818523152,9.24953e-06
0.679621824780976,9.24953e-06
0.6828231677096372,9.24953e-06
0.6860245106382981,9.24953e-06
0.6892258535669589,9.24953e-06
0.6924271964956197,9.24953e-06
0.6956285394242805,9.24953e-06
0.6988298823529413,9.24953e-06
0.7020312252816021,9.24953e-06
0.7052325682102629,9.24953e-06
0.7084339111389237,9.24953e-06
0.7116352540675845,9.24953e-06
0.7148365969962454,9.253295032062592e-06
0.7180379399249062,9.325212542756584e-06
0.721239282853567,9.397130053450576e-06
0.7244406257822278,9.469047564144569e-06
0.7276419687108886,9.553230366271457e-06
0.7308433116395494,9.697066657682316e-06
0.7340446545682102,9.840902949093173e-06
0.737245997496871,9.984739240504032e-06
0.7404473404255318,1.0087e-05
0.7436486833541927,1.0087e-05
0.7468500262828535,1.0087e-05
0.7500513692115143,1.0087e-05
0.7532527121401751,1.0087e-05
0.7564540550688359,1.0087e-05
0.7596553979974967,1.0087e-05
0.7628567409261575,1.0087e-05
0.7660580838548183,1.0068110903521373e-05
0.7692594267834791,1.0032161164590448e-05
0.77246076971214,9.996211425659522e-06
0.7756621126408012,9.960261686728591e-06
0.778863455569462,9.878019262918467e-06
0.7820647984981228,9.770144284936918e-06
0.7852661414267836,9.662269306955368e-06
0.7884674843554444,9.554394328973819e-06
0.7916688272841053,9.473912246487193e-06
0.7948701702127661,9.4019947357932e-06
0.7980715131414269,9.330077225099208e-06
0.8012728560700877,9.258159714405216e-06
8.01657e-1,9.24953e-6
0.8044741989987485,9.353094400028615e-06
0.8076755419274093,9.470780498823867e-06
0.8108768848560701,9.588466597619119e-06
0.8140782277847309,9.764409595761324e-06
8.13048e-1,9.66828e-6
0.8172795707133917,1.0063123924948154e-05
0.8204809136420526,1.0361838254134982e-05
0.8236822565707134,1.0660552583321812e-05
8.26511e-1,1.09245e-5
0.8268835994993742,1.1103432318736164e-05
0.830084942428035,1.2640803448480069e-05
0.8332862853566958,1.4178174578223973e-05
8.34795e-1,1.49027e-5
0.8364876282853566,1.2678091149245686e-05
0.8396889712140174,2.9158675262233253e-05
0.8428903141426782,3.0129666841488813e-05
0.846091657071339,3.1100658420744376e-05
8.36866e-1,1.21808e-5
8.36866e-1,1.80434e-5
8.36866e-1,2.05559e-5
8.36866e-1,2.30684e-5
8.36866e-1,2.55809e-5
8.38938e-1,2.89309e-5
8.47222e-1,3.14435e-5
8.47222e-1,3.40956e-5
8.47222e-1,3.66081e-5
8.47222e-1,3.91206e-5
8.47222e-1,4.16331e-5
8.47222e-1,4.41457e-5
8.47222e-1,4.66582e-5
8.47222e-1,4.91707e-5
8.47222e-1,5.16832e-5
8.47222e-1,5.41957e-5
8.47222e-1,5.67083e-5
8.47222e-1,5.92208e-5
8.47222e-1,6.17333e-5
8.47222e-1,6.42458e-5
8.47222e-1,6.67584e-5
8.47222e-1,6.92709e-5
8.47222e-1,7.17834e-5
8.47222e-1,7.42959e-5
8.47222e-1,7.68084e-5
8.47222e-1,7.93210e-5
8.47222e-1,8.18335e-5
8.47222e-1,8.43460e-5
8.47222e-1,8.68585e-5
8.47222e-1,8.93710e-5
8.47222e-1,9.18836e-5
8.47222e-1,9.43961e-5
8.47222e-1,9.69086e-5
8.47222e-1,9.94211e-5
8.47222e-1,1.01934e-4
8.47222e-1,1.04446e-4
8.47222e-1,1.06959e-4
8.47222e-1,1.09471e-4
8.47222e-1,1.11984e-4
8.47222e-1,1.14496e-4
8.47222e-1,1.17009e-4
8.47222e-1,1.19521e-4
8.47222e-1,1.22034e-4
8.47222e-1,1.24546e-4
8.47222e-1,1.27059e-4
8.47222e-1,1.29571e-4
8.47222e-1,1.32084e-4
8.47222e-1,1.34596e-4
8.47222e-1,1.37109e-4
8.47222e-1,1.39621e-4
8.47222e-1,1.42134e-4
8.47222e-1,1.44647e-4
8.47222e-1,1.47159e-4
8.47222e-1,1.49672e-4
8.47222e-1,1.52184e-4
8.47222e-1,1.54697e-4
8.47222e-1,1.57209e-4
8.47222e-1,1.59722e-4
8.47222e-1,1.62234e-4
8.47222e-1,1.67538e-4
8.48258e-1,1.65235e-4
8.49293e-1,1.69632e-4
8.49293e-1,1.72145e-4
0.849293,0.000172145
